employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,performance_score
14685,Sales & Marketing,region_30,Bachelors,Male,other,2 ,33 ,1 ,3 ,0 ,0 ,51 ,10 
50618,Sales & Marketing,region_30,Bachelors,Male,other,2 ,39 ,4 ,9 ,0 ,0 ,53 ,11 
67478,HR,region_2,Bachelors,Female,sourcing,1 ,31 ,4 ,5 ,1 ,0 ,50 ,11 
45886,Sales & Marketing,region_22,Masters,Male,sourcing,7 ,36 ,1 ,3 ,0 ,0 ,49 ,10 
62558,Procurement,region_2,Bachelors,Female,other,1 ,49 ,3 ,17 ,0 ,0 ,67 ,13 
16350,Operations,region_26,Bachelors,Female,sourcing,2 ,29 ,,1 ,1 ,0 ,62 ,13 
61102,Sales & Marketing,region_28,Masters,Female,other,2 ,33 ,2 ,7 ,1 ,0 ,89 ,18 
54982,Sales & Marketing,region_31,NIL,Male,sourcing,1 ,27 ,4 ,3 ,1 ,0 ,48 ,10 
66449,Operations,region_7,Bachelors,Male,other,1 ,31 ,5 ,6 ,1 ,0 ,60 ,13 
56661,Operations,region_2,Bachelors,Female,sourcing,1 ,33 ,3 ,2 ,0 ,0 ,58 ,12 
31657,Operations,region_2,Bachelors,Female,sourcing,1 ,40 ,3 ,3 ,1 ,0 ,59 ,12 
32992,Operations,region_22,Bachelors,Female,other,1 ,37 ,5 ,9 ,1 ,0 ,60 ,13 
12450,Technology,region_22,Bachelors,Male,referred,1 ,32 ,3 ,6 ,1 ,0 ,82 ,17 
30983,Sales & Marketing,region_31,Bachelors,Male,sourcing,1 ,27 ,3 ,2 ,0 ,0 ,42 ,8 
17280,Operations,region_23,Masters,Male,other,1 ,37 ,4 ,6 ,0 ,0 ,64 ,13 
77683,Sales & Marketing,region_11,Masters,Male,sourcing,1 ,43 ,3 ,9 ,0 ,0 ,46 ,9 
73019,Sales & Marketing,region_20,Bachelors,Male,sourcing,1 ,38 ,3 ,12 ,0 ,0 ,49 ,10 
2048,Procurement,region_31,Bachelors,Male,other,1 ,35 ,3 ,8 ,0 ,0 ,72 ,14 
33996,Procurement,region_17,Bachelors,Female,other,1 ,33 ,4 ,6 ,1 ,0 ,68 ,14 
1222,Operations,region_4,Masters,Female,sourcing,1 ,35 ,5 ,7 ,1 ,0 ,57 ,12 
75863,Technology,region_14,Masters,Male,other,1 ,34 ,5 ,2 ,1 ,0 ,75 ,16 
6986,Sales & Marketing,region_7,Masters,Male,other,2 ,40 ,3 ,12 ,1 ,0 ,49 ,10 
72243,Finance,region_7,Below Secondary,Male,sourcing,1 ,25 ,4 ,3 ,0 ,0 ,60 ,12 
15527,Analytics,region_29,Bachelors,Male,other,1 ,31 ,4 ,3 ,1 ,0 ,84 ,17 
52265,Sales & Marketing,region_7,Bachelors,Male,sourcing,1 ,32 ,5 ,2 ,1 ,0 ,53 ,11 
59273,Sales & Marketing,region_21,NIL,Male,other,1 ,35 ,3 ,7 ,0 ,0 ,51 ,10 
36370,Operations,region_19,Bachelors,Male,other,1 ,47 ,3 ,5 ,1 ,0 ,60 ,13 
38000,Technology,region_7,Masters,Female,other,2 ,40 ,5 ,5 ,1 ,0 ,80 ,17 
32440,Analytics,region_22,Bachelors,Female,sourcing,1 ,29 ,3 ,7 ,1 ,0 ,83 ,17 
68424,HR,region_2,Masters,Male,sourcing,2 ,39 ,5 ,4 ,1 ,0 ,52 ,11 
36039,Technology,region_2,Bachelors,Female,sourcing,2 ,25 ,1 ,2 ,1 ,0 ,97 ,20 
23420,Sales & Marketing,region_27,Masters,Male,sourcing,1 ,39 ,3 ,7 ,0 ,0 ,50 ,10 
53283,Operations,region_27,Bachelors,Male,other,1 ,28 ,4 ,4 ,0 ,0 ,59 ,12 
47031,Analytics,region_24,Masters,Male,sourcing,1 ,33 ,1 ,2 ,0 ,0 ,88 ,18 
34683,Sales & Marketing,region_30,Bachelors,Male,sourcing,2 ,29 ,,1 ,0 ,0 ,49 ,10 
2158,Sales & Marketing,region_2,Bachelors,Female,other,1 ,57 ,4 ,3 ,1 ,1 ,47 ,10 
50085,HR,region_2,Masters,Male,sourcing,1 ,43 ,3 ,12 ,0 ,0 ,48 ,10 
29594,Analytics,region_2,Bachelors,Male,other,1 ,43 ,4 ,12 ,1 ,0 ,84 ,17 
28728,Sales & Marketing,region_31,NIL,Male,other,1 ,34 ,2 ,5 ,0 ,0 ,50 ,10 
25331,Sales & Marketing,region_28,Bachelors,Male,other,1 ,40 ,1 ,7 ,0 ,0 ,49 ,10 
50965,Legal,region_2,Bachelors,Male,sourcing,1 ,40 ,1 ,8 ,0 ,0 ,54 ,11 
41719,Operations,region_7,Bachelors,Female,other,2 ,36 ,5 ,7 ,1 ,0 ,64 ,13 
17923,Technology,region_31,Bachelors,Male,other,1 ,32 ,3 ,8 ,0 ,0 ,80 ,16 
36890,Sales & Marketing,region_28,Bachelors,Male,other,1 ,35 ,1 ,3 ,0 ,0 ,48 ,10 
77166,Technology,region_2,Bachelors,Female,other,1 ,50 ,5 ,19 ,1 ,0 ,80 ,17 
53605,Operations,region_22,Masters,Male,sourcing,1 ,40 ,3 ,3 ,0 ,0 ,63 ,13 
27128,Sales & Marketing,region_12,Bachelors,Male,sourcing,2 ,27 ,3 ,2 ,0 ,0 ,50 ,10 
70067,HR,region_2,Below Secondary,Male,sourcing,3 ,26 ,3 ,2 ,0 ,0 ,46 ,9 
75340,Sales & Marketing,region_22,Bachelors,Female,other,1 ,27 ,,1 ,1 ,0 ,48 ,10 
39541,Sales & Marketing,region_4,Bachelors,Male,other,1 ,25 ,,1 ,1 ,0 ,46 ,10 
64550,Technology,region_22,Bachelors,Male,sourcing,1 ,27 ,3 ,2 ,0 ,0 ,74 ,15 
78067,Sales & Marketing,region_26,NIL,Male,other,1 ,25 ,,1 ,1 ,0 ,50 ,11 
27437,Sales & Marketing,region_15,Bachelors,Male,sourcing,1 ,36 ,5 ,2 ,1 ,0 ,46 ,10 
45720,Technology,region_13,Masters,Female,other,1 ,36 ,2 ,7 ,0 ,0 ,86 ,17 
44732,Procurement,region_4,Masters,Female,other,1 ,37 ,5 ,9 ,1 ,0 ,70 ,15 
23682,Analytics,region_22,Bachelors,Male,other,2 ,26 ,3 ,1 ,1 ,0 ,82 ,17 
31443,Operations,region_2,Masters,Female,sourcing,1 ,44 ,2 ,7 ,0 ,0 ,63 ,13 
43884,Technology,region_16,Masters,Male,other,2 ,33 ,1 ,10 ,0 ,0 ,76 ,15 
32106,Operations,region_1,Masters,Male,sourcing,1 ,37 ,1 ,3 ,0 ,0 ,65 ,13 
71561,Sales & Marketing,region_15,Bachelors,Male,other,1 ,32 ,3 ,4 ,1 ,0 ,48 ,10 
73248,Operations,region_13,Bachelors,Female,other,1 ,38 ,3 ,10 ,1 ,0 ,60 ,13 
12150,Analytics,region_22,Bachelors,Male,sourcing,1 ,29 ,,1 ,0 ,0 ,82 ,16 
39414,Sales & Marketing,region_22,Bachelors,Male,other,4 ,28 ,,1 ,0 ,0 ,47 ,9 
17159,Sales & Marketing,region_15,Bachelors,Male,sourcing,2 ,32 ,3 ,3 ,0 ,0 ,44 ,9 
76030,R&D,region_27,Bachelors,Male,other,1 ,29 ,3 ,1 ,0 ,0 ,84 ,17 
70860,Sales & Marketing,region_15,NIL,Male,sourcing,1 ,24 ,,1 ,0 ,0 ,50 ,10 
67149,Operations,region_17,Bachelors,Male,other,1 ,31 ,2 ,3 ,0 ,0 ,64 ,13 
66096,Technology,region_2,Masters,Male,other,1 ,52 ,3 ,17 ,0 ,0 ,75 ,15 
56012,Procurement,region_7,Masters,Female,sourcing,1 ,35 ,4 ,7 ,0 ,0 ,69 ,14 
20902,Sales & Marketing,region_22,Bachelors,Male,other,2 ,27 ,,1 ,0 ,0 ,52 ,10 
30635,Procurement,region_28,Bachelors,Female,other,1 ,28 ,,1 ,0 ,0 ,70 ,14 
74339,Procurement,region_26,Bachelors,Female,other,1 ,27 ,,1 ,1 ,0 ,73 ,15 
50473,Sales & Marketing,region_17,Bachelors,Male,other,1 ,35 ,3 ,11 ,0 ,0 ,89 ,18 
59172,Finance,region_22,Bachelors,Male,other,1 ,28 ,,1 ,1 ,0 ,62 ,13 
29914,Sales & Marketing,region_22,Bachelors,Male,other,1 ,27 ,,1 ,0 ,0 ,52 ,10 
58234,Legal,region_2,Bachelors,Male,other,1 ,33 ,5 ,4 ,0 ,0 ,63 ,13 
33368,Sales & Marketing,region_22,Bachelors,Male,other,2 ,28 ,3 ,5 ,1 ,0 ,45 ,10 
59694,Sales & Marketing,region_4,Bachelors,Male,other,1 ,44 ,2 ,3 ,1 ,0 ,51 ,11 
49460,Operations,region_11,Bachelors,Female,other,1 ,32 ,3 ,2 ,0 ,0 ,64 ,13 
39166,Sales & Marketing,region_7,Masters,Male,sourcing,2 ,32 ,3 ,6 ,1 ,0 ,51 ,11 
37913,Sales & Marketing,region_3,Bachelors,Male,other,1 ,28 ,3 ,2 ,0 ,0 ,50 ,10 
59260,Analytics,region_21,Bachelors,Male,other,1 ,30 ,3 ,4 ,0 ,0 ,89 ,18 
20058,Procurement,region_2,Bachelors,Male,other,3 ,36 ,2 ,7 ,0 ,0 ,72 ,14 
22013,Operations,region_26,Bachelors,Female,sourcing,1 ,31 ,4 ,3 ,0 ,0 ,57 ,11 
59330,Finance,region_2,Bachelors,Male,sourcing,1 ,42 ,3 ,6 ,1 ,0 ,63 ,13 
25444,Procurement,region_2,Bachelors,Male,sourcing,1 ,26 ,5 ,3 ,0 ,0 ,72 ,14 
12204,Sales & Marketing,region_18,Bachelors,Male,other,1 ,32 ,5 ,4 ,0 ,0 ,44 ,9 
2343,Analytics,region_2,Masters,Male,other,2 ,50 ,5 ,4 ,0 ,0 ,81 ,16 
60753,R&D,region_2,Masters,Male,sourcing,1 ,34 ,5 ,7 ,1 ,0 ,84 ,17 
44122,Sales & Marketing,region_16,NIL,Male,sourcing,1 ,21 ,,1 ,0 ,0 ,51 ,10 
55313,Operations,region_12,Masters,Male,sourcing,1 ,40 ,4 ,3 ,0 ,0 ,63 ,13 
63942,Operations,region_15,Masters,Male,other,1 ,43 ,5 ,16 ,1 ,0 ,56 ,12 
70578,Sales & Marketing,region_2,Bachelors,Female,sourcing,2 ,53 ,5 ,9 ,1 ,0 ,48 ,10 
17015,Analytics,region_2,Bachelors,Male,other,4 ,20 ,,1 ,1 ,0 ,84 ,17 
46769,Technology,region_2,Bachelors,Male,referred,1 ,36 ,5 ,9 ,1 ,0 ,79 ,16 
28644,Sales & Marketing,region_26,Bachelors,Male,other,2 ,28 ,1 ,5 ,0 ,0 ,50 ,10 
1370,Sales & Marketing,region_14,Bachelors,Female,other,1 ,36 ,3 ,8 ,0 ,0 ,50 ,10 
11319,Finance,region_22,NIL,Male,sourcing,1 ,28 ,3 ,2 ,1 ,0 ,59 ,12 
63501,Finance,region_31,Bachelors,Male,other,1 ,26 ,5 ,3 ,1 ,0 ,54 ,11 
964,Analytics,region_4,Masters,Male,other,1 ,47 ,3 ,18 ,1 ,0 ,81 ,17 
22867,Procurement,region_7,Below Secondary,Male,other,1 ,23 ,,1 ,0 ,0 ,68 ,14 
66848,Sales & Marketing,region_22,Bachelors,Male,other,1 ,29 ,5 ,8 ,0 ,0 ,52 ,10 
5936,Finance,region_2,Below Secondary,Male,other,3 ,25 ,5 ,3 ,1 ,0 ,58 ,12 
70987,Sales & Marketing,region_22,Bachelors,Male,sourcing,1 ,28 ,3 ,2 ,1 ,0 ,50 ,11 
71225,Sales & Marketing,region_4,Masters,Male,sourcing,1 ,34 ,2 ,8 ,0 ,0 ,46 ,9 
42129,Analytics,region_27,Bachelors,Male,sourcing,2 ,29 ,3 ,3 ,0 ,0 ,84 ,17 
53916,Sales & Marketing,region_1,Bachelors,Female,other,1 ,28 ,3 ,2 ,0 ,0 ,46 ,9 
33074,Operations,region_23,Masters,Female,other,1 ,40 ,3 ,11 ,1 ,0 ,54 ,11 
12070,Finance,region_7,Bachelors,Male,sourcing,2 ,33 ,3 ,7 ,0 ,0 ,62 ,12 
19654,Operations,region_2,Bachelors,Male,sourcing,1 ,55 ,5 ,24 ,1 ,0 ,61 ,13 
26654,Sales & Marketing,region_2,Masters,Male,other,1 ,39 ,5 ,9 ,1 ,0 ,50 ,11 
68391,Finance,region_6,Bachelors,Female,sourcing,1 ,27 ,5 ,3 ,1 ,0 ,65 ,14 
9094,Sales & Marketing,region_22,Masters,Female,other,1 ,42 ,3 ,7 ,0 ,0 ,55 ,11 
4782,Sales & Marketing,region_31,Bachelors,Female,other,1 ,35 ,3 ,7 ,0 ,0 ,53 ,11 
43445,Analytics,region_1,Masters,Male,other,1 ,36 ,3 ,8 ,1 ,0 ,81 ,17 
63170,HR,region_2,Masters,Female,sourcing,1 ,43 ,2 ,4 ,1 ,0 ,48 ,10 
42543,R&D,region_2,Masters,Male,sourcing,1 ,49 ,3 ,6 ,0 ,0 ,87 ,17 
57271,Analytics,region_2,Bachelors,Female,sourcing,2 ,29 ,5 ,3 ,0 ,0 ,84 ,17 
70006,Sales & Marketing,region_26,Bachelors,Male,sourcing,1 ,28 ,,1 ,1 ,0 ,53 ,11 
50430,Finance,region_2,Bachelors,Male,sourcing,1 ,30 ,5 ,4 ,0 ,0 ,63 ,13 
13568,HR,region_2,Bachelors,Female,other,1 ,43 ,3 ,6 ,0 ,1 ,50 ,10 
26671,Operations,region_27,Bachelors,Female,sourcing,1 ,43 ,3 ,12 ,0 ,0 ,53 ,11 
34722,Technology,region_23,Masters,Male,other,1 ,41 ,3 ,6 ,0 ,0 ,79 ,16 
63648,HR,region_2,NIL,Male,other,1 ,43 ,1 ,13 ,0 ,0 ,52 ,10 
8743,Finance,region_31,Bachelors,Male,other,1 ,31 ,4 ,2 ,0 ,0 ,60 ,12 
62383,Sales & Marketing,region_2,Bachelors,Male,other,1 ,29 ,4 ,2 ,0 ,0 ,52 ,10 
43081,Sales & Marketing,region_12,Bachelors,Male,sourcing,1 ,24 ,,1 ,0 ,0 ,55 ,11 
19209,Sales & Marketing,region_10,Masters,Male,sourcing,1 ,45 ,3 ,7 ,0 ,0 ,54 ,11 
63016,Sales & Marketing,region_10,Bachelors,Male,sourcing,1 ,45 ,1 ,4 ,0 ,0 ,51 ,10 
20491,Sales & Marketing,region_2,Bachelors,Male,other,1 ,51 ,4 ,17 ,0 ,0 ,51 ,10 
51869,Sales & Marketing,region_22,Bachelors,Male,sourcing,3 ,26 ,1 ,3 ,0 ,0 ,49 ,10 
10259,Finance,region_2,Bachelors,Male,other,1 ,41 ,4 ,6 ,0 ,0 ,55 ,11 
65678,Procurement,region_20,Bachelors,Male,sourcing,1 ,35 ,5 ,7 ,1 ,0 ,69 ,14 
45995,Procurement,region_11,Masters,Male,sourcing,1 ,36 ,3 ,4 ,1 ,1 ,71 ,15 
24018,Technology,region_11,Bachelors,Female,other,1 ,29 ,4 ,3 ,0 ,0 ,79 ,16 
48385,Technology,region_2,Bachelors,Male,other,1 ,51 ,1 ,6 ,1 ,0 ,82 ,17 
5249,Legal,region_22,Below Secondary,Male,other,1 ,25 ,5 ,2 ,1 ,0 ,70 ,15 
25321,HR,region_2,Masters,Male,other,1 ,34 ,3 ,7 ,0 ,0 ,51 ,10 
27140,Sales & Marketing,region_2,Bachelors,Male,other,2 ,45 ,1 ,19 ,0 ,0 ,50 ,10 
16248,Operations,region_7,Bachelors,Female,sourcing,1 ,46 ,3 ,16 ,0 ,0 ,58 ,12 
1126,Finance,region_13,Masters,Male,sourcing,1 ,40 ,5 ,9 ,1 ,0 ,62 ,13 
76940,Analytics,region_27,Bachelors,Male,sourcing,1 ,35 ,3 ,5 ,1 ,0 ,83 ,17 
68356,Sales & Marketing,region_2,Masters,Male,other,1 ,40 ,5 ,11 ,1 ,0 ,49 ,10 
44125,Operations,region_22,Bachelors,Male,sourcing,1 ,44 ,3 ,5 ,1 ,0 ,61 ,13 
8753,Analytics,region_16,Bachelors,Male,other,1 ,28 ,4 ,4 ,0 ,0 ,82 ,16 
8722,Sales & Marketing,region_7,Bachelors,Female,other,1 ,33 ,3 ,5 ,0 ,0 ,50 ,10 
12299,Sales & Marketing,region_14,Bachelors,Male,other,1 ,50 ,1 ,19 ,0 ,0 ,53 ,11 
38852,Analytics,region_29,Bachelors,Male,sourcing,1 ,27 ,3 ,3 ,0 ,0 ,88 ,18 
29646,Technology,region_16,Bachelors,Female,other,1 ,44 ,3 ,17 ,1 ,0 ,78 ,16 
12226,Sales & Marketing,region_13,Bachelors,Male,sourcing,1 ,27 ,4 ,4 ,0 ,0 ,51 ,10 
68451,Sales & Marketing,region_19,Bachelors,Male,other,1 ,35 ,5 ,6 ,0 ,0 ,48 ,10 
64155,Procurement,region_7,Bachelors,Male,other,3 ,31 ,,1 ,0 ,0 ,70 ,14 
28808,Operations,region_22,Bachelors,Female,other,2 ,34 ,5 ,4 ,1 ,0 ,58 ,12 
35879,Procurement,region_2,Bachelors,Male,other,2 ,38 ,3 ,7 ,1 ,0 ,72 ,15 
8762,Operations,region_15,Masters,Male,sourcing,1 ,50 ,4 ,9 ,0 ,0 ,61 ,12 
15254,Sales & Marketing,region_12,Bachelors,Female,other,1 ,27 ,,1 ,1 ,0 ,52 ,11 
37403,Operations,region_8,Bachelors,Female,sourcing,1 ,26 ,3 ,2 ,1 ,0 ,62 ,13 
30848,Procurement,region_11,Bachelors,Female,sourcing,1 ,30 ,3 ,7 ,1 ,0 ,68 ,14 
11947,Technology,region_26,Bachelors,Female,sourcing,1 ,36 ,3 ,7 ,0 ,0 ,78 ,16 
45165,Sales & Marketing,region_7,Bachelors,Female,sourcing,1 ,30 ,3 ,6 ,0 ,0 ,50 ,10 
341,Procurement,region_7,Bachelors,Female,other,1 ,29 ,1 ,4 ,0 ,0 ,70 ,14 
40993,Sales & Marketing,region_14,Bachelors,Male,other,1 ,35 ,5 ,8 ,0 ,0 ,46 ,9 
69675,HR,region_22,Masters,Male,sourcing,1 ,37 ,3 ,8 ,1 ,0 ,53 ,11 
37973,Sales & Marketing,region_20,Bachelors,Male,other,1 ,41 ,5 ,5 ,1 ,0 ,49 ,10 
11585,Sales & Marketing,region_2,Masters,Male,other,1 ,33 ,,1 ,0 ,1 ,68 ,14 
2880,Sales & Marketing,region_27,Bachelors,Male,sourcing,1 ,23 ,,1 ,0 ,0 ,53 ,11 
50953,Analytics,region_7,Bachelors,Male,sourcing,1 ,36 ,5 ,2 ,1 ,0 ,90 ,19 
47573,Sales & Marketing,region_26,Bachelors,Male,other,1 ,35 ,5 ,9 ,0 ,0 ,48 ,10 
68852,Operations,region_15,Bachelors,Female,other,1 ,35 ,5 ,8 ,1 ,0 ,59 ,12 
53866,Sales & Marketing,region_22,Bachelors,Male,sourcing,1 ,36 ,1 ,5 ,1 ,0 ,47 ,10 
54193,Finance,region_2,Below Secondary,Female,other,1 ,22 ,,1 ,1 ,0 ,61 ,13 
34430,Technology,region_24,Bachelors,Male,other,2 ,27 ,3 ,5 ,0 ,0 ,79 ,16 
74869,Operations,region_7,Masters,Male,sourcing,1 ,43 ,5 ,6 ,0 ,0 ,59 ,12 
2018,Operations,region_19,Bachelors,Female,sourcing,1 ,40 ,4 ,9 ,0 ,0 ,59 ,12 
41585,Operations,region_22,Bachelors,Female,other,1 ,56 ,3 ,26 ,1 ,0 ,57 ,12 
13562,Operations,region_22,Masters,Female,sourcing,1 ,38 ,1 ,8 ,0 ,0 ,62 ,12 
70419,Analytics,region_4,Masters,Male,sourcing,2 ,39 ,5 ,11 ,0 ,0 ,83 ,17 
63725,R&D,region_11,Masters,Male,other,1 ,33 ,5 ,3 ,0 ,0 ,82 ,16 
2210,Sales & Marketing,region_31,Masters,Male,other,1 ,47 ,1 ,7 ,1 ,0 ,50 ,11 
47785,Technology,region_2,Bachelors,Male,other,2 ,49 ,2 ,18 ,0 ,0 ,91 ,18 
41813,Operations,region_22,Masters,Male,sourcing,1 ,28 ,4 ,2 ,0 ,0 ,61 ,12 
75647,Technology,region_2,Bachelors,Male,other,2 ,49 ,4 ,6 ,0 ,0 ,75 ,15 
72062,HR,region_2,Masters,Male,other,1 ,53 ,3 ,3 ,1 ,0 ,49 ,10 
1418,Technology,region_2,NIL,Female,other,1 ,32 ,3 ,7 ,0 ,0 ,81 ,16 
73282,Operations,region_4,Masters,Male,sourcing,1 ,27 ,5 ,2 ,1 ,0 ,56 ,12 
3108,Sales & Marketing,region_22,Bachelors,Male,other,2 ,31 ,3 ,5 ,0 ,0 ,51 ,10 
67555,Sales & Marketing,region_7,NIL,Male,other,1 ,24 ,,1 ,0 ,0 ,49 ,10 
56168,Operations,region_12,Bachelors,Male,sourcing,1 ,26 ,3 ,3 ,1 ,0 ,58 ,12 
36844,Sales & Marketing,region_19,Bachelors,Male,other,2 ,33 ,1 ,6 ,0 ,0 ,47 ,9 
57321,Operations,region_11,Masters,Female,other,1 ,39 ,3 ,5 ,0 ,0 ,62 ,12 
55005,Technology,region_7,Bachelors,Male,sourcing,2 ,27 ,3 ,2 ,0 ,0 ,77 ,15 
54403,Sales & Marketing,region_26,Bachelors,Male,other,1 ,27 ,4 ,4 ,0 ,0 ,48 ,10 
60143,Procurement,region_13,Bachelors,Female,other,1 ,35 ,3 ,7 ,1 ,0 ,62 ,13 
61753,Sales & Marketing,region_22,Masters,Male,other,1 ,35 ,4 ,9 ,0 ,0 ,49 ,10 
19864,Legal,region_22,Bachelors,Male,other,2 ,35 ,4 ,4 ,0 ,0 ,57 ,11 
18700,Technology,region_2,Masters,Female,sourcing,1 ,32 ,3 ,4 ,1 ,0 ,83 ,17 
66879,Sales & Marketing,region_3,Bachelors,Male,sourcing,1 ,31 ,4 ,7 ,0 ,0 ,46 ,9 
6045,Procurement,region_2,Bachelors,Male,other,1 ,35 ,5 ,10 ,1 ,0 ,70 ,15 
29350,HR,region_2,Bachelors,Female,other,1 ,36 ,3 ,3 ,0 ,0 ,53 ,11 
46084,Finance,region_13,Bachelors,Female,sourcing,1 ,26 ,1 ,3 ,0 ,0 ,61 ,12 
29257,Sales & Marketing,region_26,Masters,Male,sourcing,1 ,38 ,3 ,4 ,0 ,0 ,46 ,9 
37652,HR,region_2,Masters,Male,other,1 ,59 ,4 ,16 ,0 ,0 ,50 ,10 
51050,R&D,region_2,Masters,Male,sourcing,1 ,43 ,4 ,7 ,0 ,0 ,85 ,17 
62020,Operations,region_10,Bachelors,Male,sourcing,1 ,31 ,5 ,4 ,1 ,0 ,60 ,13 
77960,Finance,region_13,Bachelors,Male,other,1 ,36 ,3 ,3 ,0 ,0 ,62 ,12 
57146,Sales & Marketing,region_23,Masters,Male,sourcing,1 ,35 ,1 ,2 ,0 ,0 ,50 ,10 
53832,Operations,region_2,Bachelors,Female,sourcing,1 ,36 ,4 ,10 ,1 ,0 ,66 ,14 
4760,Sales & Marketing,region_31,Masters,Male,other,1 ,35 ,3 ,3 ,0 ,0 ,49 ,10 
70506,Procurement,region_26,Bachelors,Female,other,2 ,29 ,5 ,5 ,1 ,0 ,66 ,14 
32912,R&D,region_7,Masters,Male,other,2 ,30 ,4 ,1 ,1 ,0 ,78 ,16 
57150,Operations,region_13,Bachelors,Female,sourcing,1 ,29 ,,1 ,1 ,0 ,62 ,13 
39788,Sales & Marketing,region_13,Masters,Male,other,1 ,45 ,3 ,17 ,1 ,0 ,56 ,12 
61293,Analytics,region_8,Masters,Male,other,1 ,31 ,5 ,5 ,0 ,0 ,84 ,17 
54448,HR,region_2,Bachelors,Male,referred,2 ,26 ,,1 ,0 ,0 ,48 ,10 
5100,Operations,region_16,Bachelors,Female,other,1 ,31 ,5 ,7 ,1 ,0 ,60 ,13 
2236,Procurement,region_2,Bachelors,Female,sourcing,1 ,32 ,5 ,7 ,0 ,0 ,86 ,17 
51454,Operations,region_15,Masters,Female,sourcing,1 ,42 ,3 ,3 ,1 ,0 ,62 ,13 
46432,Procurement,region_8,Masters,Male,other,1 ,38 ,3 ,10 ,1 ,0 ,72 ,15 
5193,Technology,region_10,Bachelors,Male,other,2 ,28 ,3 ,4 ,0 ,0 ,84 ,17 
50985,Sales & Marketing,region_28,Masters,Female,sourcing,1 ,34 ,5 ,8 ,1 ,0 ,51 ,11 
38308,Sales & Marketing,region_2,Bachelors,Male,other,1 ,51 ,3 ,12 ,0 ,0 ,47 ,9 
24422,R&D,region_4,Masters,Male,sourcing,1 ,38 ,4 ,9 ,1 ,0 ,84 ,17 
5192,Sales & Marketing,region_30,Bachelors,Male,other,1 ,29 ,5 ,3 ,0 ,0 ,51 ,10 
9839,Sales & Marketing,region_7,Bachelors,Male,sourcing,2 ,46 ,4 ,4 ,0 ,0 ,52 ,10 
4397,Operations,region_2,Bachelors,Female,other,1 ,28 ,3 ,3 ,0 ,0 ,54 ,11 
23039,Procurement,region_2,Bachelors,Female,other,1 ,33 ,2 ,3 ,1 ,0 ,68 ,14 
57788,Operations,region_22,Masters,Female,referred,1 ,37 ,5 ,9 ,0 ,0 ,63 ,13 
74598,Sales & Marketing,region_22,Bachelors,Male,sourcing,1 ,40 ,5 ,6 ,0 ,0 ,48 ,10 
74025,Finance,region_7,Bachelors,Female,sourcing,1 ,34 ,3 ,9 ,0 ,0 ,68 ,14 
32582,Analytics,region_11,Bachelors,Male,sourcing,1 ,38 ,5 ,4 ,1 ,0 ,87 ,18 
12577,Operations,region_2,Bachelors,Male,other,1 ,37 ,5 ,3 ,0 ,0 ,65 ,13 
10141,Finance,region_6,Bachelors,Male,sourcing,2 ,32 ,3 ,8 ,0 ,0 ,61 ,12 
42334,Technology,region_2,Bachelors,Female,sourcing,1 ,53 ,4 ,8 ,0 ,0 ,75 ,15 
39818,Technology,region_33,Bachelors,Male,other,1 ,35 ,5 ,8 ,1 ,0 ,81 ,17 
74328,Sales & Marketing,region_2,Bachelors,Female,sourcing,3 ,41 ,3 ,8 ,0 ,0 ,50 ,10 
48127,Procurement,region_13,Bachelors,Male,other,1 ,38 ,2 ,6 ,0 ,0 ,76 ,15 
59469,Operations,region_32,Bachelors,Female,sourcing,1 ,39 ,5 ,4 ,0 ,0 ,60 ,12 
19431,Sales & Marketing,region_31,NIL,Male,other,1 ,28 ,3 ,4 ,0 ,0 ,47 ,9 
29943,R&D,region_22,Bachelors,Male,sourcing,1 ,37 ,3 ,3 ,0 ,0 ,85 ,17 
13400,Sales & Marketing,region_14,Masters,Male,sourcing,1 ,39 ,4 ,4 ,1 ,0 ,56 ,12 
63214,Sales & Marketing,region_2,Bachelors,Male,sourcing,2 ,35 ,4 ,9 ,0 ,0 ,48 ,10 
34765,Operations,region_22,Masters,Female,other,1 ,33 ,3 ,6 ,1 ,0 ,57 ,12 
39954,Sales & Marketing,region_26,NIL,Male,sourcing,1 ,29 ,1 ,4 ,1 ,0 ,47 ,10 
44020,Technology,region_22,Bachelors,Male,sourcing,1 ,26 ,,1 ,0 ,0 ,79 ,16 
20702,Operations,region_22,Bachelors,Male,other,1 ,41 ,5 ,11 ,1 ,0 ,61 ,13 
53083,Analytics,region_28,Bachelors,Male,sourcing,1 ,37 ,5 ,10 ,1 ,0 ,86 ,18 
76072,Analytics,region_22,Masters,Male,sourcing,1 ,34 ,3 ,8 ,0 ,0 ,82 ,16 
19241,Operations,region_19,Bachelors,Male,other,1 ,31 ,3 ,6 ,1 ,0 ,59 ,12 
46778,Analytics,region_2,Bachelors,Male,other,1 ,39 ,3 ,11 ,1 ,0 ,86 ,18 
19138,HR,region_2,Bachelors,Female,other,1 ,33 ,5 ,5 ,0 ,0 ,61 ,12 
33946,Technology,region_2,Masters,Female,other,1 ,47 ,3 ,20 ,0 ,0 ,81 ,16 
77979,Sales & Marketing,region_25,Bachelors,Male,sourcing,2 ,27 ,2 ,5 ,0 ,0 ,52 ,10 
